A04003003-Govern de les Illes Balears;;;;Data actualització: 19/01/2023;;;
;A04026949-Conselleria d'Agricultura, Pesca i Alimentació;;;;;;
;;A04026951-Direcció General de Pesca i Medi Marí;;;;;
;;A04026952-Direcció General de Polítiques per a la Sobirania Alimentària;;;;;
;;A04026954-Fons de Garantia Agrària i Pesquera de les Illes Balears (FOGAIBA);;;;;
;;A04026955-Institut de Recerca i Formació Agroalimentària i Pesquera de les Illes Balears;;;;;
;;A04027006-Direcció General d'Agricultura, Ramaderia i Desenvolupament Rural;;;;;
;;A04027054-Secretaria General d'Agricultura, Pesca i Alimentació;;;;;
;A04026929-Conselleria d'Afers Socials i Esports;;;;;;
;;A04005885-Consorci de Gestió Sociosanitari d'Eivissa;;;;;
;;A04005883-Consorcio Protección y Acogida Personas Disminuidas Psíquicas Profundas de Baleares;;;;;
;;A04005884-Consorci Recursos Sociosanitaris i Assistencials de les Illes Balears;;;;;
;;A04026930-Direcció General d'Atenció a la Dependència;;;;;
;;A04013498-Direcció General de Cooperació;;;;;
;;A04026936-Direcció General d'Esports;;;;;
;;;A04032430-Centre de Tecnificació Esportiva Illes Balears;;;;
;;A04026935-Direcció General d'Infància, Joventut i Famílies;;;;;
;;A04026931-Direcció General de Planificació, Equipaments i Formació;;;;;
;;;A04030897-Eadisoc Equip d'avaluació Dificultats Socialització i Comunicació Eivissa i Formentera;;;;
;;A04026932-Direcció General de Serveis Socials;;;;;
;;A04005599-Fundació d'Atenció i Suport a la Dependència i de Promoció de l'Autonomia Personal de les Illes Balears;;;;;
;;A04005600-Fundació Institut Socioeducatiu s'Estel;;;;;
;;A04027057-Fundació per a l'Esport Balear;;;;;
;;A04027055-Institut Balear de la Joventut (Ibjove);;;;;
;;A04005601-Oficina Balear de la Infància i l'adolescència;;;;;
;;A04003780-Secretaria General d'Afers Socials i Esports;;;;;
;A04026923-Conselleria d'Educació i Formació Professional;;;;;;
;;A04019979-Conseller d'Educació i Formació Professional;;;;;
;;;A04019703-Ei Cala de Bou;;;;
;;;A04019704-Ei Cala d'Or;;;;
;;;A04019705-Ei Calvià Vila;;;;
;;;A04019706-Ei Campanet;;;;
;;;A04019707-Ei Can Alonso;;;;
;;;A04019708-Ei Can Cantó;;;;
;;;A04019709-Ei Can Coix;;;;
;;;A04029720-Ei Can Nebot;;;;
;;;A04019710-Ei cap de Creus;;;;
;;;A04019711-Ei Card;;;;
;;;A04019712-Ei Cas Serres;;;;
;;;A04019713-Ei Ciutat Antiga;;;;
;;;A04019714-Ei Colònia de Sant Jordi;;;;
;;;A04019715-Ei Cucarells;;;;
;;;A04019716-Ei d'Esporles;;;;
;;;A04019717-Ei el Sol;;;;
;;;A04019718-Ei els Llapis;;;;
;;;A04019719-Ei Eriçons;;;;
;;;A04019720-Ei Es Busquerets;;;;
;;;A04019721-Ei Es Castell;;;;
;;;A04019722-Ei Es Fabiol;;;;
;;;A04019723-Ei Es Fameliar;;;;
;;;A04019724-Ei Es Faralló;;;;
;;;A04019725-Ei Es Ferreret;;;;
;;;A04019726-Ei Es Fiets;;;;
;;;A04019727-Ei Es Molinar;;;;
;;;A04019728-Ei Es Molinet;;;;
;;;A04019729-Ei Es Mussol;;;;
;;;A04019730-Ei Es Nieró;;;;
;;;A04019731-Ei Es Passerells;;;;
;;;A04019732-Ei Es Pi Gros;;;;
;;;A04019733-Ei Es Picarol;;;;
;;;A04019734-Ei Es Poriol;;;;
;;;A04019735-Ei Es Pouet;;;;
;;;A04019736-Ei Es Roser;;;;
;;;A04019737-Ei Es Saluet;;;;
;;;A04019982-Ei Es Soleiet;;;;
;;;A04019739-Ei Es Vedellet;;;;
;;;A04019740-Ei Es Vedranell;;;;
;;;A04019741-Ei Es Verger;;;;
;;;A04019742-Ei Escoleta Municipal de Santa Eugènia;;;;
;;;A04019743-Ei Estrella de Mar;;;;
;;;A04019744-Ei Ferreries;;;;
;;;A04019745-Ei Flor de Murta;;;;
;;;A04019746-Ei Fort de l'Eau;;;;
;;;A04019747-Ei Francesc de Borja Moll;;;;
;;;A04019748-Ei Huialfàs;;;;
;;;A04019749-Ei Joguina;;;;
;;;A04019750-Ei la Gola;;;;
;;;A04019751-Ei la Miranda;;;;
;;;A04019752-Ei Lloret;;;;
;;;A04019753-Ei Magaluf;;;;
;;;A04019754-Ei Magdalena Humbert;;;;
;;;A04019755-Ei Maria Mut i Mandilego;;;;
;;;A04019756-Ei Menuts;;;;
;;;A04019757-Ei Montaura;;;;
;;;A04019758-Ei Na Burguesa;;;;
;;;A04019759-Ei Na Pol;;;;
;;;A04019760-Ei Nins i Nines;;;;
;;;A04019761-Ei Ocell del Paradís;;;;
;;;A04019762-Ei Palmanova;;;;
;;;A04019763-Ei Paula Torres;;;;
;;;A04019764-Ei Penya-Segat;;;;
;;;A04019765-Ei Pere Oliver i Domenge;;;;
;;;A04019766-Ei Pont d'Inca Nou;;;;
;;;A04019767-Ei Pou de SA Lluna;;;;
;;;A04019768-Ei Roser Gener;;;;
;;;A04019769-Ei SA Galera;;;;
;;;A04019770-Ei SA Gallineta Rossa;;;;
;;;A04019771-Ei SA Graduada;;;;
;;;A04019772-Ei SA Miloca;;;;
;;;A04019773-Ei SA Pilota;;;;
;;;A04019774-Ei SA Rota;;;;
;;;A04019775-Ei SA Sitra;;;;
;;;A04019776-Ei Sa Torre (CEIP);;;;
;;;A04019777-Ei Sant Climent 1;;;;
;;;A04019778-Ei Sant Climent 2;;;;
;;;A04019779-Ei Santa Catalina;;;;
;;;A04019780-Ei Santa Creu;;;;
;;;A04019781-Ei Santa Margalida;;;;
;;;A04019782-Ei Santa Ponça;;;;
;;;A04019783-Ei Santanyí;;;;
;;;A04019784-Ei S'Arenal;;;;
;;;A04019785-Ei Sencelles;;;;
;;;A04019786-Ei Ses Alzinetes;;;;
;;;A04019787-Ei Ses Canaletes;;;;
;;;A04019788-Ei Ses Cases Noves;;;;
;;;A04019789-Ei Ses Païsses;;;;
;;;A04019790-Ei S'Escoleta de Vila;;;;
;;;A04019791-Ei S'Estol del Rei en Jaume;;;;
;;;A04019792-Ei Sóller;;;;
;;;A04019793-Ei Son Boga;;;;
;;;A04019794-Ei Son Carrió;;;;
;;;A04019795-Ei Son Espanyolet;;;;
;;;A04019796-Ei Son Ferriol;;;;
;;;A04019797-Ei Son Fuster Nou;;;;
;;;A04019798-Ei Son Roca;;;;
;;;A04019799-Ei Taperons;;;;
;;;A04019800-Ei Toninaina;;;;
;;;A04019801-Ei Valldemossa;;;;
;;;A04019802-Ei Verge de la Salut;;;;
;;;A04019803-Ei Virgen de Loreto;;;;
;;;A04019804-Ei Xibit;;;;
;;;A04019805-Eoep Campos;;;;
;;;A04019806-Eoep Eivissa;;;;
;;;A04019807-Eoep Inca;;;;
;;;A04019808-Eoep Manacor;;;;
;;;A04019809-Eoep Menorca;;;;
;;;A04019810-Eoep Palma I;;;;
;;;A04019811-Eoep Palma II;;;;
;;;A04019812-Eoi Escola Oficial d'Idiomes de Palma;;;;
;;;A04019813-Eoi Escola Oficial d'Idiomes a Calvià;;;;
;;;A04019814-Eoi Escola Oficial d'Idiomes de Ciutadella;;;;
;;;A04019815-Eoi Escola Oficial d'Idiomes de Manacor;;;;
;;;A04019816-Eoi Escola Oficial d'Idiomes de Maó;;;;
;;;A04019817-Eoi Escola Oficial d'Idiomes d'Eivissa;;;;
;;;A04019818-Eoi Escola Oficial d'Idiomes d'Inca;;;;
;;;A04030914-Eoi-Extens Ampliació Eoi d'Eivissa a Sant Antoni de Portmany;;;;
;;;A04038933-Equip Específic de Suport Alumnes amb Déficit Visual Mallorca;;;;
;;;A04019819-Esad Escola Sup. d'Art Dramàtic Illes Balears (ESADIB);;;;
;;;A04019820-IES Albuhaira;;;;
;;;A04019821-IES Alcúdia;;;;
;;;A04019822-IES Algarb;;;;
;;;A04019823-IES Antoni Maura;;;;
;;;A04019824-IES Arxiduc Lluís Salvador;;;;
;;;A04019825-IES Aurora Picornell;;;;
;;;A04019826-IES Balàfia;;;;
;;;A04019827-IES Baltasar Porcel;;;;
;;;A04019828-IES Bendinat;;;;
;;;A04019829-IES Berenguer d'Anoia;;;;
;;;A04019830-IES Biel Martí;;;;
;;;A04019831-IES Binissalem;;;;
;;;A04019832-IES Calvià;;;;
;;;A04022538-IES Can Balo;;;;
;;;A04019833-IES Can Peu Blanc;;;;
;;;A04019834-IES cap de Llevant;;;;
;;;A04019835-IES Capdepera;;;;
;;;A04019836-IES Centre de Tecnificació Esportiva Ib;;;;
;;;A04019837-IES Clara Hammerl;;;;
;;;A04019838-IES Damià Huguet;;;;
;;;A04019839-IES Emili Darder;;;;
;;;A04019840-IES Felanitx;;;;
;;;A04019841-IES Francesc de Borja Moll;;;;
;;;A04019842-IES Guillem Cifre de Colonya;;;;
;;;A04019843-IES Guillem Colom Casasnoves;;;;
;;;A04019844-IES Guillem Sagrera;;;;
;;;A04030915-IES Inca;;;;
;;;A04019845-IES Isidor Macabich;;;;
;;;A04019846-IES Joan Alcover;;;;
;;;A04019847-IES Joan Maria Thomàs;;;;
;;;A04019848-IES Joan Ramis i Ramis;;;;
;;;A04019849-IES Josep Font i Trias;;;;
;;;A04019850-IES Josep Maria Llompart;;;;
;;;A04019851-IES Josep Maria Quadrado;;;;
;;;A04019852-IES Josep Miquel Guàrdia;;;;
;;;A04019853-IES Josep Sureda i Blanes;;;;
;;;A04019854-IES Juníper Serra;;;;
;;;A04019855-IES la Ribera;;;;
;;;A04019856-IES Llorenç Garcias i Font;;;;
;;;A04019857-IES Llucmajor;;;;
;;;A04019858-IES Madina Mayurqa;;;;
;;;A04019859-IES Manacor;;;;
;;;A04019860-IES Marc Ferrer;;;;
;;;A04019861-IES Maria Àngels Cardona;;;;
;;;A04019862-IES Marratxí;;;;
;;;A04019863-IES Mossen Alcover;;;;
;;;A04030917-IES Nou Llevant;;;;
;;;A04019864-IES Pasqual Calbó i Caldés;;;;
;;;A04019865-IES Pau Casesnoves;;;;
;;;A04019866-IES Politècnic;;;;
;;;A04019867-IES Porreres;;;;
;;;A04019868-IES Port d'Alcúdia;;;;
;;;A04019869-IES Porto Cristo;;;;
;;;A04019870-IES Puig de SA Font;;;;
;;;A04019871-IES Quartó de Portmany;;;;
;;;A04019872-IES Quartó del Rei;;;;
;;;A04019873-IES Ramon Llull;;;;
;;;A04019874-IES Sa Blanca Dona;;;;
;;;A04019875-IES Sa Colomina;;;;
;;;A04019876-IES Sa Serra;;;;
;;;A04019877-IES Sant Agustí;;;;
;;;A04019878-IES Sant Maríal;;;;
;;;A04019879-IES Santa Margalida;;;;
;;;A04019880-IES Santa Maria;;;;
;;;A04019881-IES Santa Maria d'Eivissa;;;;
;;;A04019882-IES Santanyí;;;;
;;;A04019883-IES S'Arenal;;;;
;;;A04019884-IES Ses Estacions;;;;
;;;A04019885-IES Sineu;;;;
;;;A04030918-IES Son Cladera;;;;
;;;A04019886-IES Son Ferrer;;;;
;;;A04019887-IES Son Pacs;;;;
;;;A04019888-IES Son Rullan;;;;
;;;A04019889-IES Xarc;;;;
;;;A04024883-Institut d'Ensenyaments a Distància de les Illes Balears;;;;
;;;A04038916-Saed Mallorca;;;;
;;;A04038936-Saed Menorca;;;;
;;;A04038913-Servei d'Atenció Educativa Domiciliària Eivissa;;;;
;;A04026925-Direcció General de Primera Infància, Innovació i Comunitat Educativa;;;;;
;;;A04019954-Arxiu i Museu de l'Educació de les Illes Balears;;;;
;;;A04037003-Centre de Professorat de Calvià;;;;
;;;A04037004-Centre de Professorat Ibsteam;;;;
;;;A04036414-Eoep Calvià-Abdratx;;;;
;;;A04036413-Eoep Muro;;;;
;;;A04036412-Eoep Sóller;;;;
;;A04005620-Fundació per als Estudis Superiors de Música i Arts Escèniques de les Illes Balears;;;;;
;;A04003715-Institut Balear d'Infraestructures i Serveis Educatius i Culturals;;;;;
;;A04027072-Institut d'Avaluació i Qualitat del Sistema Educatiu;;;;;
;;A04027070-Institut per a la Convivència i l'èxit Escolar;;;;;
;;A04027071-Institut per a l'Educació de la Primera Infància;;;;;
;;;A04042212-Equip d'Atenció Primerenca Palma Ii;;;;
;;A04005614-Secretaria General Educació i Formació Professional;;;;;
;A04026906-Conselleria de Fons Europeus, Universitat i Cultura;;;;;;
;;A04035977-Consorci Castell de Sant Carles;;;;;
;;A04035978-Consorci Ciutat Romana de Pollentia;;;;;
;;A04035979-Consorci Eivissa Patrimoni de la Humanitat;;;;;
;;A04035980-Consorci Museu Militar de Menorca;;;;;
;;A04036213-Direcció de l'Oficina de Planificació i Coordinació d'Inversions Estratègiques;;;;;
;;A04035959-Direcció General de Cultura;;;;;
;;;A04035958-Museu de Mallorca i Secció Etnològica de Muro;;;;
;;A04035963-Direcció General de Fons Europeus;;;;;
;;A04027005-Direcció General de Modernització i Administració Digital;;;;;
;;;A04035957-Arxiu del Govern de les Illes Balears;;;;
;;A04027051-Entitat Pública Empresarial de Telecomunicacions i Innovació;;;;;
;;A04027052-Fundació Balear d'Innovació i Tecnologia;;;;;
;;A04035983-Fundació Es Baluard Museu d'Art Modern i Contemporani;;;;;
;;A04035974-Fundació Orquesta Simfònica Illes Balears;;;;;
;;A04035975-Fundació Robert Graves;;;;;
;;A04035973-Institut d'Estudis Baleàrics;;;;;
;;A04035972-Institut d'Indústries Culturals de les Illes Balears;;;;;
;;A04035964-Secretaria Autonòmica d'Universitat, Recerca i Política Lingüística;;;;;
;;;A04035965-Direcció General de Política Lingüística;;;;
;;;A04035966-Direcció General de Política Universitària i Recerca;;;;
;;A04027049-Secretaria General de Fons Europeus, Universitat i Cultura;;;;;
;A04026911-Conselleria d'Hisenda i Relacions Exteriors;;;;;;
;;A04013587-Agència Tributària Illes Balears (ATIB);;;;;
;;;A04019919-Àrea d'Auditoria, Producció Estadística i d'Inspecció de Serveis;;;;
;;;A04019926-Àrea d'Inspecció i Control Tributari;;;;
;;;A04019924-Àrea de Recaptació d'Ingressos Públics i Coordinació amb les Hisendes Locals;;;;
;;;A04026307-Àrea de Recursos Humans;;;;
;;;A04019920-Àrea de Sistemes, Tecnologies de la Informació i Comunicació;;;;
;;;A04019921-Àrea Econòmica-Financera;;;;
;;;A04028978-Àrea Jurídica;;;;
;;;A04019927-Delegació de l'Atib d'Eivissa;;;;
;;;A04019928-Delegació de l'Atib de Menorca;;;;
;;;A04019917-Direcció de l'Atib;;;;
;;;A04024899-Servei d'Informació;;;;
;;;A04024898-Servei de Recaptació Executiva;;;;
;;;A04024897-Servei de Recaptació Voluntària;;;;
;;;A04024895-Servei de Successions i Donacions;;;;
;;;A04024894-Servei de Transmissions Patrimonials;;;;
;;;A04024953-Servei del Cànon de Sanejament d'aigües;;;;
;;;A04024896-Servei de l'Impost Turístic;;;;
;;A04026912-Direcció General de Finançament;;;;;
;;A04026913-Direcció General de Pressuposts;;;;;
;;A04027003-Direcció General de Relacions Exteriors;;;;;
;;A04027397-Direcció General del Tresor, Política Financera i Patrimoni;;;;;
;;A04027065-Fundació Illes Balears d'Acció Exterior;;;;;
;;A04013590-Intervenció General de la CAIB;;;;;
;;A04013592-Junta Superior d'Hisenda;;;;;
;;A04027068-Secretaria General d'hisenda i Relacions Exteriors;;;;;
;;;A04036252-Central de Contractació de l'Administració de la Caib;;;;
;;;A04035954-Junta Consultiva de Contractació Administrativa;;;;
;A04026953-Conselleria de Medi Ambient i Territori;;;;;;
;;A04013559-Agència Balear de l'aigua i la Qualitat Ambiental (ABAQUA);;;;;
;;A04022933-Comissió de Medi Ambient de les Illes Balears;;;;;
;;A04013558-Consorci d'Aigües de les Illes Balears;;;;;
;;A04027060-Consorci per al Desenvolupament d'Actuacions de Millora i Construcció d'Infraestructures al Territori de l'entitat Local Menor de Palmanyola;;;;;
;;A04013557-Consorci per a la Recuperació de la Fauna Illes Balears (COFIB);;;;;
;;A04013554-Direcció General d'Espais Naturals i Biodiversitat;;;;;
;;A04013551-Direcció General de Recursos Hídrics;;;;;
;;A04026956-Direcció General de Residus i Educació Ambiental;;;;;
;;A04026958-Direcció General de Territori i Paisatge;;;;;
;;A04013549-Fundació Jardí Botànic de Sóller;;;;;
;;A04013548-Institut Balear de la Natura (IBANAT);;;;;
;;A04027058-Institut Cartogràfic i Geogràfic de les Illes Balears (ICGIB);;;;;
;;A04013547-Parc Nacional de Cabrera;;;;;
;;A04013546-Secretaria General Medi Ambient i Territori;;;;;
;A04026960-Conselleria de Model Econòmic, Turisme i Treball;;;;;;
;;A04003749-Agència d'Estratègia Turística de les Illes Balears (AETIB);;;;;
;;A04019953-Conseller de Model Econòmic, Turisme i Treball;;;;;
;;A04022613-Consell Econòmic i Social;;;;;
;;A04027399-Consorci d'Infrastructures de les Illes Balears;;;;;
;;A04005873-Consorci per a la Millora i l'Embelliment de la Platja de Palma;;;;;
;;A04005877-Consorci Pla D-Llucmajor;;;;;
;;A04026960-Conselleria de Model Econòmic, Turisme i Treball;;;;;
;;;A04027066-Escuela de Hoteleria de les Illes Balears;;;;
;;A04026967-Direcció General de Promoció Econòmica, Emprenedoria i Economia Social i Circular;;;;;
;;A04026968-Direcció General de Treball i Salut Laboral;;;;;
;;;A04026969-Departament de Relacions Laborals;;;;
;;A04003746-Direcció General de Turisme;;;;;
;;A04027064-Institut Balear de Seguretat i Salut Laboral (IBASSAL);;;;;
;;;A04027316-Servicio Administrativo;;;;
;;;A04027315-Servicio de Salud Laboral;;;;
;;A04027063-Institut d'Estadística de les Illes Balears (IBESTAT);;;;;
;;A04005876-Palau de Congressos de Palma S.A.;;;;;
;;A04003745-Secretaria General Model Econòmic, Turisme i Treball;;;;;
;;A04027061-Servei d'Ocupació de les Illes Balears (SOIB);;;;;
;;;A04041675-Centre Integrat de Formació Professional l'embat;;;;
;;;A04030896-Cifp_crn Mar_crn en Nàutica;;;;
;A04026937-Conselleria de Mobilitat i Habitatge;;;;;;
;;A04013575-Consorci de Transports de Mallorca;;;;;
;;A04013616-Consorci Penya-Segats del Port de Maó;;;;;
;;A04013573-Consorcio Formentera Desarrollo;;;;;
;;A04013572-Consorci Locla entre la Caib i l'ajuntament de Sa Pobla;;;;;
;;A04013571-Consorci Mobilitat per Eivissa;;;;;
;;A04013570-Consorci per a la Reconversió Territorial i Paisatgística d'Eivissa;;;;;
;;A04035955-Direcció d'Habitatge i Arquitectura;;;;;
;;A04026941-Direcció General de Mobilitat i Transport Terrestre;;;;;
;;A04026940-Direcció General de Transport Marítim i Aeri;;;;;
;;A04013564-Gestió Urbanística de Balears;;;;;
;;A04013563-Institut Balear de la Vivenda (IBAVI);;;;;
;;A04013624-Ports de les Illes Balears;;;;;
;;A04027073-Secretaria General de Mobilitat i Vivenda;;;;;
;;A04013561-Serveis Ferroviaris de Mallorca (SFM);;;;;
;A04027007-Conselleria de Presidència, Funció Pública i Igualtat;;;;;;
;;A04027008-Consellera de Presidència;;;;;
;;A04027025-Consorci de Desenvolupament Esportiu de Ciutadella;;;;;
;;A04027026-Consorcio Trofeo S.A.R. Princesa Sofia-Mapfre;;;;;
;;A04027009-Direcció de l'Advocacia de la Comunitat Autònoma;;;;;
;;A04027010-Direcció General de Comunicació;;;;;
;;A04035948-Direcció General de Coordinació, Relacions amb el Parlament, Drets i Diversitat;;;;;
;;;A04035949-Institut d'Estudis Autonòmics;;;;
;;A04035962-Direcció General d'Emergències i Interior;;;;;
;;A04035961-Direcció General de Funció Pública;;;;;
;;A04035951-Direcció General de Relacions Institucionals i Cooperació Local;;;;;
;;;A04035951-Direcció General de Relacions Institucionals i Cooperació Local;;;;
;;A04035970-Ens Públic de Radiotelevisió de les Illes Balears;;;;;
;;A04035968-Escola Balear d'Administració Pública (EBAP);;;;;
;;;A04035968-Escola Balear d'Administració Pública (EBAP);;;;
;;A04035971-Gestió d'Emergències de les Illes Balears;;;;;
;;A04027016-Institut Balear de la Dona;;;;;
;;A04027045-Radio de les Illes Balears;;;;;
;;A04027018-Secretaria General Conselleria Presidència, Funció Pública i Igualtat;;;;;
;;;A04027019-Butlletí Oficial de les Illes Balears;;;;
;;A04027047-Televisió de les Illes Balears;;;;;
;A04026919-Conselleria de Salut i Consum;;;;;;
;;A04042152-Agència de Salut Pública de les Illes Balears;;;;;
;;A04038953-Defensor dels Usuaris del Sistema Sanitari Públic de les Illes Balears;;;;;
;;A04013529-Direcció General de Consum;;;;;
;;;A04013530-Junta Arbitral de Consumo de la C.A. de las Islas Baleares;;;;
;;A04026922-Direcció General de Recerca en Salut, Formació i Acreditació;;;;;
;;A04026920-Direcció General de Prestacions i Farmàcia;;;;;
;;A04026921-Direcció General de Salut Pública i Participació;;;;;
;;A04005605-Fundació Banc de Sang i Teixits de les Illles Balears;;;;;
;;A04005606-Fundació Institut Investigació Sanitària de les Illes Balears;;;;;
;;A04003751-Secretaria General Salut i Consum;;;;;
;;;A04022387-Departament de Gestió Econòmica de la Conselleria de Salut;;;;
;;;A04022386-Departament Jurídic de la Conselleria de Salut;;;;
;;A04003754-Servei de Salut de les Illes Balears (IB-SALUT);;;;;
;;;A04005005-Àrea de Salut d'Eivissa i Formentera;;;;
;;;;A04005008-Hospital Can Misses;;;
;;;;A04005009-Hospital de Formentera;;;
;;;A04005004-Àrea de Salut de Menorca;;;;
;;;;A04005010-Hospital Mateu Orfila;;;
;;;A04006334-Direcció General de l'Ibsalut;;;;
;;;;A04022240-Direcció d'Assistència Sanitària;;;
;;;;;A04022263-Inspecció Médica;;
;;;;;A04022260-Servei de Farmàcia;;
;;;;;A04026457-Servei de Prestacions;;
;;;;;A04022261-Servei de Targeta Sanitària;;
;;;;;A04022262-Servei Dental Comunitari-Padi;;
;;;;;A04022255-Subdirecció d'Atenció a la Cronicitat, Coordinació Sociosanitària i Malalties Poc Freqüents;;
;;;;;A04022252-Subdirecció d'Atenció Hospitalària i Salut Mental;;
;;;;;A04029779-Subdirecció d'Atenció Primària i Atenció a les Urgències Extrahospitalàries;;
;;;;;A04022253-Subdirecció de Cartera de Serveis;;
;;;;;A04029514-Subdirecció de Cuidats Assistencials;;
;;;;;A04029547-Subdirecció d'Humanització, Atenció a l'usuari i Formació;;
;;;;;;A04029548-Servei d'Atenció a l'usuari del Ibsalut;
;;;;;;A04029549-Servei de Formació del Personal de l'Ibsalut;
;;;;A04029517-Direcció de Gestió i Pressupostos;;;
;;;;;A04029530-Direcció d'Àrea de Coordinació Administrativa;;
;;;;;;A04029559-Departament de Contractació de l'Ibsalut;
;;;;;;A04029560-Departament Jurídic Administratiu de l'Ibsalut;
;;;;;;A04029561-Servei de Concerts;
;;;;;;A04029562-Servei de Responsabilitat Patrimonial;
;;;;;;A04029531-Subdirección de Compras y Logística del Ibsalut;
;;;;;;;A04029532-Servei Central de Compres de l'Ibsalut
;;;;;;;A04029533-Servei de Planificació de Compras, Contractació Centralitzada i Acords Marcs
;;;;;;A04029542-Subdirecció d'Infraestructures i Serveis Generals;
;;;;;;;A04029543-Servei de Serveis Generals i Tecnologies Sanitàries
;;;;;;A04029563-Unitat d'Interessos de Demora;
;;;;;;A04029564-Unitat de Reconeixement Extrajudicial de Crèdit;
;;;;;A04029518-Direcció d'Àrea de Professionals i Relacions Laborals;;
;;;;;;A04029570-Servei de Retribucions i Costos de Personal;
;;;;;;A04029520-Servei de l'Àrea de Personal Dels Serveis Centrals;
;;;;;;A04029525-Subdirecció de Gestió de Personal;
;;;;;;;A04029566-Servei d'Administració de Personal de l'Ibsalut
;;;;;;;A04029526-Servei d'Avaluació i Carrera Professional
;;;;;;;A04029527-Servei d'Oposicions i Concursos de l'Ibsalut
;;;;;;;A04029568-Servei de Projectes i Modernització
;;;;;;;A04029567-Servei del Personal Estatutari
;;;;;;A04029546-Subdirecció de Relacions Laborals;
;;;;;A04029554-Subdirecció de Pressupostos i Control de Despesa;;
;;;;;;A04029555-Servei de Control de Gestió de l'Ibsalut;
;;;;;A04029556-Subdirecció de Tecnologia de la Informació;;
;;;;;;A04029557-Gabinet Tècnic de Tecnologies i Sistemes d'Informació;
;;;;;;A04029558-Gestió Otic de Tecnologies i Sistemes d'Informació;
;;;A04006333-Gerència d'Atenció Primària de Mallorca;;;;
;;;A04006332-Gerència del Servei d'Urgències 061;;;;
;;;A04023687-Gestió Sanitària i Assistencial de les Illes Balears;;;;
;;;A04005006-Hospital Comarcal d'Inca;;;;
;;;A04005007-Hospital de Manacor;;;;
;;;A04014358-Hospital General de Mallorca;;;;
;;;A04014364-Hospital Joan March;;;;
;;;A04005002-Hospital Son Llàtzer;;;;
;;;A04005003-Hospital Universitari Son Espases;;;;
;;;A04014361-Recinte Hospitalització Àrea Salut Mental;;;;
;A04026972-Conselleria de Transició Energètica, Sectors Productius i Memòria Democràtica;;;;;;
;;A04026975-Direcció General d'Energia i Canvi Climàtic;;;;;
;;A04026973-Direcció General d'Innovació;;;;;
;;A04022058-Gabinet de la Conselleria de Transició Energètica, Sectors Productius i Memòria Democràtica;;;;;
;;A04027076-Institut Balear de l'Energia;;;;;
;;A04003714-Institut d'Innovació Empresarial de les Illes Balears;;;;;
;;A04035933-Secretaria Autonòmica de Sectors Productius i Memòria Democràtica;;;;;
;;;A04036212-Comissió d'Ètica Pública de la Comunitat Autònoma de les Illes Balears;;;;
;;;A04035938-Direcció General de Comerç;;;;
;;;;A04035939-Servei de Comerç;;;
;;;;A04035940-Servei de Joc;;;
;;;;A04035941-Servei de Promoció Empresarial;;;
;;;A04035935-Direcció General de Memòria Democràtica;;;;
;;;A04035947-Direcció General de Participació, Transparència i Voluntariat;;;;
;;;A04035942-Direcció General de Política Industrial;;;;
;;A04003726-Secretaria General Transició Energètica, Sec. Productius i Memòria Democratica;;;;;
;;;A04022056-Departament de Contractació de la Secretaria General de Transició Energètica i Sectors Productius;;;;
;;;A04022057-Departament de Gestió Econòmica de la Secretaria General de Transició Energètica i Sectors Productius;;;;
;;;A04022054-Departament de Secretaria de la Secretaria General de Transició Energètica i Sectors Productius;;;;
;;;A04022055-Departament Jurídic de la Secretaria General de Transició Energètica i Sectors Productius;;;;
;A04006737-Consell Consultiu de les Iles Balears;;;;;;
;A04019898-Presidència Govern Illes Balears;;;;;;
